Category,match_score_pct,Skills Matched,Skills Missing
APPAREL,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.54,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.53,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.52,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.51,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.5,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.5,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.49,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.48,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.47,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
